Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,10.000000 ,36.562819 ,80.558334 ,153.427308 ,274.118870 ,474.018115 ,805.107612 ,1353.485145 ,2261.752912 ,3766.100351 ,6257.723746 ,10384.554413 ,17219.749244  
16/03/2013 03:00,735309.125000,1.125000,1,1,1,-0.013561,0.604413,2.099943,4.497648,5.104346,4.214605,4.002474,3.999390,3.999990,4.000000,4.000000,4.000000,4.000000 
16/03/2013 04:00,735309.166667,1.166667,1,1,1,-0.019555,0.519034,1.908090,4.177018,4.958521,4.231193,4.006499,3.999420,3.999989,4.000000,4.000000,4.000000,4.000000 
16/03/2013 05:00,735309.208333,1.208333,1,1,1,-0.032063,0.445161,1.745160,3.896033,4.807862,4.243057,4.010642,3.999466,3.999989,4.000000,4.000000,4.000000,4.000000 
16/03/2013 06:00,735309.250000,1.250000,1,1,1,-0.070180,0.364637,1.596509,3.646931,4.656151,4.250375,4.014817,3.999528,3.999988,4.000000,4.000000,4.000000,4.000000 
16/03/2013 07:00,735309.291667,1.291667,1,1,1,-0.420962,0.081409,1.365624,3.410264,4.504588,4.253349,4.018945,3.999606,3.999987,4.000000,4.000000,4.000000,4.000000 
16/03/2013 08:00,735309.333333,1.333333,1,1,1,-1.070716,-0.007211,1.191554,3.191240,4.354735,4.252213,4.022955,3.999699,3.999987,4.000000,4.000000,4.000000,4.000000 
16/03/2013 09:00,735309.375000,1.375000,1,1,1,-0.099464,-0.006701,1.092727,2.996736,4.208625,4.247243,4.026777,3.999807,3.999987,4.000000,4.000000,4.000000,4.000000 
16/03/2013 10:00,735309.416667,1.416667,1,1,1,-0.020752,-0.006177,1.023479,2.825461,4.067852,4.238746,4.030352,3.999929,3.999987,4.000000,4.000000,4.000000,4.000000 
16/03/2013 11:00,735309.458333,1.458333,1,1,1,-0.006308,0.177597,1.050610,2.686199,3.934682,4.227078,4.033628,4.000062,3.999987,4.000000,4.000000,4.000000,4.000000 
16/03/2013 12:00,735309.500000,1.500000,1,1,1,5.850626,3.602737,2.616519,2.793551,3.833243,4.213228,4.036570,4.000207,3.999987,4.000000,4.000000,4.000000,4.000000 
16/03/2013 13:00,735309.541667,1.541667,1,1,1,16.316367,10.377461,6.327578,3.401521,3.810200,4.199405,4.039188,4.000361,3.999988,4.000000,4.000000,4.000000,4.000000 
16/03/2013 14:00,735309.583333,1.583333,1,1,1,22.168809,15.950114,10.145829,4.423568,3.895979,4.188546,4.041541,4.000524,3.999989,4.000000,4.000000,4.000000,4.000000 
16/03/2013 15:00,735309.625000,1.625000,1,1,1,24.373047,19.256675,13.119155,5.643061,4.093847,4.183550,4.043744,4.000694,3.999990,4.000000,4.000000,4.000000,4.000000 
16/03/2013 16:00,735309.666667,1.666667,1,1,1,21.052779,18.818082,14.130101,6.736823,4.373160,4.186363,4.045944,4.000872,3.999991,4.000000,4.000000,4.000000,4.000000 
16/03/2013 17:00,735309.708333,1.708333,1,1,1,16.005389,16.111986,13.428262,7.492185,4.686165,4.197562,4.048296,4.001058,3.999993,4.000000,4.000000,4.000000,4.000000 
16/03/2013 18:00,735309.750000,1.750000,1,1,1,11.193917,12.662239,11.757188,7.851261,4.986744,4.216449,4.050939,4.001253,3.999995,4.000000,4.000000,4.000000,4.000000 
16/03/2013 19:00,735309.791667,1.791667,1,1,1,6.970120,9.190671,9.682576,7.848398,5.239681,4.241408,4.053978,4.001459,3.999997,4.000000,4.000000,4.000000,4.000000 
16/03/2013 20:00,735309.833333,1.833333,1,1,1,4.232830,6.458252,7.747044,7.585874,5.425950,4.270379,4.057477,4.001678,4.000000,4.000000,4.000000,4.000000,4.000000 
16/03/2013 21:00,735309.875000,1.875000,1,1,1,2.867915,4.691908,6.252351,7.184039,5.541987,4.301292,4.061464,4.001911,4.000003,4.000000,4.000000,4.000000,4.000000 
16/03/2013 22:00,735309.916667,1.916667,1,1,1,1.780281,3.403730,5.095027,6.719214,5.592632,4.332301,4.065926,4.002161,4.000007,4.000000,4.000000,4.000000,4.000000 
16/03/2013 23:00,735309.958333,1.958333,1,1,1,0.788066,2.340925,4.138964,6.230103,5.585879,4.361855,4.070825,4.002429,4.000011,4.000000,4.000000,4.000000,4.000000 
17/03/2013 00:00,735310.000000,2.000000,1,1,1,-0.004878,1.471350,3.332197,5.739303,5.530712,4.388710,4.076099,4.002715,4.000015,4.000000,4.000000,4.000000,4.000000 
17/03/2013 01:00,735310.041667,2.041667,1,1,1,-0.005395,1.093899,2.800210,5.283199,5.438403,4.411984,4.081672,4.003023,4.000020,4.000000,4.000000,4.000000,4.000000 
17/03/2013 02:00,735310.083333,2.083333,1,1,1,-0.005779,0.889740,2.443859,4.876611,5.319905,4.431126,4.087458,4.003351,4.000026,4.000000,4.000000,4.000000,4.000000 
17/03/2013 03:00,735310.125000,2.125000,1,1,1,-0.006320,0.759572,2.190960,4.519961,5.184427,4.445859,4.093369,4.003701,4.000032,4.000000,4.000000,4.000000,4.000000 
17/03/2013 04:00,735310.166667,2.166667,1,1,1,-0.006912,0.664841,1.997224,4.208549,5.039190,4.456110,4.099316,4.004072,4.000038,4.000000,4.000000,4.000000,4.000000 
17/03/2013 05:00,735310.208333,2.208333,1,1,1,-0.007488,0.590387,1.840321,3.936140,4.889598,4.461956,4.105216,4.004465,4.000046,4.000000,4.000000,4.000000,4.000000 
17/03/2013 06:00,735310.250000,2.250000,1,1,1,-0.008083,0.529512,1.708481,3.696717,4.739557,4.463576,4.110988,4.004878,4.000054,4.000000,4.000000,4.000000,4.000000 
17/03/2013 07:00,735310.291667,2.291667,1,1,1,-0.008692,0.479176,1.595189,3.485057,4.591807,4.461213,4.116562,4.005310,4.000062,4.000000,4.000000,4.000000,4.000000 
17/03/2013 08:00,735310.333333,2.333333,1,1,1,-0.008203,0.444388,1.499487,3.297264,4.448253,4.455149,4.121871,4.005761,4.000072,4.000000,4.000000,4.000000,4.000000 
