Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,5.000000 ,15.000000 ,27.500000 ,50.000000 ,102.500000 ,200.000000 ,380.000000 ,750.000000  
16/10/2010 12:00,734427.500000,0.000000,0,1,7,0.194900,0.196900,0.199454,0.204208,0.183112,0.203967,0.048662,0.086850 
16/10/2010 13:00,734427.541667,0.041667,1,1,7,0.518458,0.489515,0.347259,0.206597,0.183007,0.203867,0.254304,0.086850 
16/10/2010 14:00,734427.583333,0.083333,1,1,7,0.519340,0.509087,0.459527,0.255579,0.183013,0.203787,0.254286,0.086850 
16/10/2010 15:00,734427.625000,0.125000,1,1,7,0.478221,0.469105,0.440619,0.311074,0.183690,0.203729,0.254272,0.086850 
16/10/2010 16:00,734427.666667,0.166667,1,1,7,0.457605,0.448450,0.424402,0.333870,0.185279,0.203707,0.254263,0.086850 
16/10/2010 17:00,734427.708333,0.208333,1,1,7,0.444958,0.436301,0.415665,0.345511,0.187464,0.203708,0.254259,0.086850 
16/10/2010 18:00,734427.750000,0.250000,1,1,7,0.433840,0.426967,0.409560,0.351829,0.189954,0.203721,0.254255,0.086850 
16/10/2010 19:00,734427.791667,0.291667,1,1,7,0.425039,0.419401,0.404502,0.355200,0.192560,0.203738,0.254251,0.086850 
16/10/2010 20:00,734427.833333,0.333333,1,1,7,0.417774,0.413090,0.400102,0.356816,0.195177,0.203758,0.254248,0.086850 
16/10/2010 21:00,734427.875000,0.375000,1,1,7,0.410973,0.407441,0.396122,0.357351,0.197736,0.203783,0.254245,0.086850 
16/10/2010 22:00,734427.916667,0.416667,1,1,7,0.404411,0.402144,0.392376,0.357206,0.200207,0.203812,0.254241,0.086850 
16/10/2010 23:00,734427.958333,0.458333,1,1,7,0.398133,0.397013,0.388728,0.356605,0.202569,0.203845,0.254238,0.086850 
17/10/2010 00:00,734428.000000,0.500000,1,1,7,0.392813,0.392331,0.385197,0.355693,0.204815,0.203884,0.254234,0.086850 
17/10/2010 01:00,734428.041667,0.541667,1,1,7,0.387056,0.387818,0.381797,0.354563,0.206937,0.203927,0.254231,0.086850 
17/10/2010 02:00,734428.083333,0.583333,1,1,7,0.382077,0.383499,0.378492,0.353291,0.208933,0.203975,0.254228,0.086850 
17/10/2010 03:00,734428.125000,0.625000,1,1,7,0.377703,0.379547,0.375331,0.351933,0.210807,0.204028,0.254225,0.086850 
17/10/2010 04:00,734428.166667,0.666667,1,1,7,0.373761,0.375922,0.372341,0.350529,0.212566,0.204085,0.254222,0.086850 
17/10/2010 05:00,734428.208333,0.708333,1,1,7,0.366740,0.371902,0.369449,0.349108,0.214215,0.204147,0.254219,0.086850 
17/10/2010 06:00,734428.250000,0.750000,1,1,7,0.357771,0.366668,0.366326,0.347665,0.215764,0.204213,0.254216,0.086850 
17/10/2010 07:00,734428.291667,0.791667,1,1,7,0.350066,0.361118,0.362912,0.346170,0.217218,0.204284,0.254213,0.086850 
17/10/2010 08:00,734428.333333,0.833333,1,1,7,0.349287,0.357075,0.359512,0.344616,0.218583,0.204358,0.254211,0.086850 
17/10/2010 09:00,734428.375000,0.875000,1,1,7,0.362623,0.357451,0.356819,0.343042,0.219853,0.204428,0.254207,0.086850 
17/10/2010 10:00,734428.416667,0.916667,1,1,7,0.360226,0.358857,0.355416,0.341566,0.221040,0.204496,0.254202,0.086850 
17/10/2010 11:00,734428.458333,0.958333,1,1,7,0.355499,0.357050,0.354159,0.340223,0.222160,0.204558,0.254195,0.086850 
17/10/2010 12:00,734428.500000,1.000000,1,1,7,0.351556,0.354511,0.352612,0.338957,0.223211,0.204603,0.254185,0.086850 
17/10/2010 13:00,734428.541667,1.041667,1,1,7,0.347902,0.351782,0.350800,0.337713,0.224185,0.204623,0.254170,0.086850 
17/10/2010 14:00,734428.583333,1.083333,1,1,7,0.344502,0.349032,0.348820,0.336464,0.225088,0.204621,0.254151,0.086850 
17/10/2010 15:00,734428.625000,1.125000,1,1,7,0.341020,0.346210,0.346693,0.335150,0.225865,0.204547,0.254119,0.086850 
17/10/2010 16:00,734428.666667,1.166667,1,1,7,0.338209,0.343608,0.344645,0.333936,0.226690,0.204575,0.254103,0.086850 
17/10/2010 17:00,734428.708333,1.208333,1,1,7,0.335905,0.341302,0.342711,0.332789,0.227517,0.204664,0.254097,0.086850 
17/10/2010 18:00,734428.750000,1.250000,1,1,7,0.333876,0.339235,0.340893,0.331684,0.228309,0.204779,0.254095,0.086850 
17/10/2010 19:00,734428.791667,1.291667,1,1,7,0.332018,0.337342,0.339178,0.330609,0.229046,0.204896,0.254093,0.086850 
17/10/2010 20:00,734428.833333,1.333333,1,1,7,0.330266,0.335574,0.337557,0.329567,0.229735,0.205016,0.254092,0.086850 
17/10/2010 21:00,734428.875000,1.375000,1,1,7,0.328606,0.333908,0.336020,0.328558,0.230378,0.205138,0.254090,0.086850 
17/10/2010 22:00,734428.916667,1.416667,1,1,7,0.327017,0.332325,0.334557,0.327581,0.230981,0.205262,0.254088,0.086850 
17/10/2010 23:00,734428.958333,1.458333,1,1,7,0.322785,0.330541,0.333147,0.326635,0.231546,0.205387,0.254087,0.086850 
18/10/2010 00:00,734429.000000,1.500000,1,1,7,0.311631,0.326856,0.331567,0.325711,0.232078,0.205513,0.254086,0.086850 
18/10/2010 01:00,734429.041667,1.541667,1,1,7,0.296349,0.320962,0.329490,0.324781,0.232578,0.205641,0.254085,0.086850 
18/10/2010 02:00,734429.083333,1.583333,1,1,7,0.280267,0.313536,0.326728,0.323804,0.233049,0.205771,0.254084,0.086850 
18/10/2010 03:00,734429.125000,1.625000,1,1,7,0.264060,0.305314,0.323311,0.322747,0.233491,0.205901,0.254084,0.086850 
18/10/2010 04:00,734429.166667,1.666667,1,1,7,0.248574,0.296816,0.319362,0.321592,0.233904,0.206033,0.254083,0.086850 
18/10/2010 05:00,734429.208333,1.708333,1,1,7,0.232675,0.288174,0.315021,0.320334,0.234286,0.206166,0.254083,0.086850 
18/10/2010 06:00,734429.250000,1.750000,1,1,7,0.216220,0.279331,0.310376,0.318979,0.234638,0.206300,0.254083,0.086850 
18/10/2010 07:00,734429.291667,1.791667,1,1,7,0.202262,0.270663,0.305537,0.317526,0.234959,0.206435,0.254083,0.086850 
18/10/2010 08:00,734429.333333,1.833333,1,1,7,0.201445,0.263916,0.300752,0.315972,0.235250,0.206571,0.254083,0.086850 
18/10/2010 09:00,734429.375000,1.875000,1,1,7,0.234088,0.262688,0.296534,0.314291,0.235459,0.206655,0.254074,0.086850 
18/10/2010 10:00,734429.416667,1.916667,1,1,7,0.315068,0.272015,0.293612,0.312376,0.235419,0.206521,0.254029,0.086850 
18/10/2010 11:00,734429.458333,1.958333,1,1,7,0.365522,0.312856,0.294650,0.310419,0.235190,0.206225,0.253957,0.086850 
18/10/2010 12:00,734429.500000,2.000000,1,1,7,0.340341,0.323169,0.300101,0.308616,0.234792,0.205772,0.253858,0.086850 
18/10/2010 13:00,734429.541667,2.041667,1,1,7,0.326503,0.320828,0.304467,0.306978,0.234237,0.205165,0.253733,0.086850 
18/10/2010 14:00,734429.583333,2.083333,1,1,7,0.316384,0.316580,0.306697,0.305586,0.233678,0.204560,0.253607,0.086850 
18/10/2010 15:00,734429.625000,2.125000,1,1,7,0.308665,0.312423,0.307343,0.304453,0.233217,0.204063,0.253497,0.086850 
18/10/2010 16:00,734429.666667,2.166667,1,1,7,0.303053,0.308866,0.307130,0.303609,0.232958,0.203782,0.253423,0.086850 
18/10/2010 17:00,734429.708333,2.208333,1,1,7,0.299807,0.306267,0.306711,0.303180,0.233071,0.203889,0.253414,0.086850 
18/10/2010 18:00,734429.750000,2.250000,1,1,7,0.297424,0.304194,0.306049,0.302799,0.233207,0.204037,0.253412,0.086850 
18/10/2010 19:00,734429.791667,2.291667,1,1,7,0.295504,0.302444,0.305254,0.302419,0.233331,0.204184,0.253409,0.086850 
18/10/2010 20:00,734429.833333,2.333333,1,1,7,0.293842,0.300908,0.304399,0.302034,0.233445,0.204330,0.253407,0.086850 
18/10/2010 21:00,734429.875000,2.375000,1,1,7,0.292371,0.299524,0.303522,0.301643,0.233549,0.204475,0.253406,0.086850 
18/10/2010 22:00,734429.916667,2.416667,1,1,7,0.291039,0.298255,0.302643,0.301245,0.233646,0.204618,0.253404,0.086850 
