Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,5.000000 ,15.000000 ,27.500000 ,50.000000 ,102.500000 ,200.000000 ,380.000000 ,750.000000  
16/10/2010 12:00,734427.500000,0.000000,0,1,11,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000 
16/10/2010 13:00,734427.541667,0.041667,1,1,11,5.797261,5.469259,5.128767,4.664539,4.108087,4.005841,4.000071,4.000000 
16/10/2010 14:00,734427.583333,0.083333,1,1,11,6.048335,5.806126,5.526249,5.089835,4.392718,4.043784,4.001034,4.000004 
16/10/2010 15:00,734427.625000,0.125000,1,1,11,6.000868,5.832808,5.628540,5.281661,4.618067,4.114864,4.004294,4.000026 
16/10/2010 16:00,734427.666667,0.166667,1,1,11,5.713398,5.630419,5.517777,5.294996,4.756618,4.201129,4.010675,4.000091 
16/10/2010 17:00,734427.708333,0.208333,1,1,11,5.315207,5.305888,5.276484,5.178749,4.816689,4.284412,4.020264,4.000225 
16/10/2010 18:00,734427.750000,0.250000,1,1,11,4.890720,4.938345,4.976454,4.988549,4.811501,4.349654,4.032568,4.000454 
16/10/2010 19:00,734427.791667,0.291667,1,1,11,4.632124,4.689397,4.745350,4.803188,4.759466,4.393307,4.046637,4.000796 
16/10/2010 20:00,734427.833333,0.333333,1,1,11,4.443387,4.504350,4.568313,4.649423,4.687044,4.417081,4.061491,4.001261 
16/10/2010 21:00,734427.875000,0.375000,1,1,11,4.280106,4.345684,4.417040,4.515731,4.608430,4.424833,4.076299,4.001850 
16/10/2010 22:00,734427.916667,0.416667,1,1,11,4.145015,4.212476,4.287681,4.397295,4.529242,4.420385,4.090419,4.002558 
16/10/2010 23:00,734427.958333,0.458333,1,1,11,4.004768,4.078408,4.161341,4.285110,4.451384,4.406894,4.103382,4.003377 
17/10/2010 00:00,734428.000000,0.500000,1,1,11,3.836225,3.922224,4.019467,4.165937,4.372652,4.386531,4.114854,4.004295 
17/10/2010 01:00,734428.041667,0.541667,1,1,11,3.598445,3.709032,3.833710,4.020878,4.287364,4.360291,4.124582,4.005298 
17/10/2010 02:00,734428.083333,0.583333,1,1,11,3.424178,3.538805,3.670542,3.875274,4.193206,4.328096,4.132322,4.006370 
17/10/2010 03:00,734428.125000,0.625000,1,1,11,3.264335,3.383244,3.521217,3.739460,4.095896,4.290071,4.137832,4.007494 
17/10/2010 04:00,734428.166667,0.666667,1,1,11,3.110732,3.234349,3.378610,3.609287,3.998072,4.247026,4.141044,4.008653 
