Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,5.000000 ,15.000000 ,27.500000 ,50.000000 ,102.500000 ,200.000000 ,380.000000 ,750.000000  
16/10/2010 12:00,734427.500000,0.000000,0,1,9,0.194900,0.196900,0.199454,0.204208,0.183112,0.203967,0.048662,0.086850 
16/10/2010 13:00,734427.541667,0.041667,1,1,9,0.519814,0.508865,0.439335,0.221827,0.183126,0.203972,0.254354,0.393695 
16/10/2010 14:00,734427.583333,0.083333,1,1,9,0.519631,0.513131,0.480522,0.311201,0.183642,0.203976,0.254383,0.393679 
16/10/2010 15:00,734427.625000,0.125000,1,1,9,0.511475,0.507663,0.490879,0.387186,0.186950,0.203984,0.254412,0.393664 
16/10/2010 16:00,734427.666667,0.166667,1,1,9,0.482411,0.477342,0.463975,0.409436,0.194355,0.204000,0.254441,0.393648 
16/10/2010 17:00,734427.708333,0.208333,1,1,9,0.470541,0.465009,0.452903,0.410847,0.202294,0.204030,0.254470,0.393633 
16/10/2010 18:00,734427.750000,0.250000,1,1,9,0.463859,0.457812,0.446036,0.408715,0.209474,0.204079,0.254498,0.393618 
16/10/2010 19:00,734427.791667,0.291667,1,1,9,0.459467,0.452990,0.441208,0.406176,0.215795,0.204149,0.254527,0.393603 
16/10/2010 20:00,734427.833333,0.333333,1,1,9,0.456343,0.449495,0.437604,0.403939,0.221396,0.204240,0.254555,0.393588 
16/10/2010 21:00,734427.875000,0.375000,1,1,9,0.454020,0.446865,0.434844,0.402132,0.226419,0.204353,0.254583,0.393573 
16/10/2010 22:00,734427.916667,0.416667,1,1,9,0.452263,0.444851,0.432709,0.400739,0.230973,0.204488,0.254611,0.393558 
16/10/2010 23:00,734427.958333,0.458333,1,1,9,0.450933,0.443304,0.431059,0.399708,0.235142,0.204647,0.254639,0.393543 
17/10/2010 00:00,734428.000000,0.500000,1,1,9,0.449928,0.442124,0.429798,0.398988,0.238991,0.204827,0.254667,0.393529 
17/10/2010 01:00,734428.041667,0.541667,1,1,9,0.435890,0.434436,0.426454,0.398258,0.242564,0.205031,0.254695,0.393514 
17/10/2010 02:00,734428.083333,0.583333,1,1,9,0.427717,0.427334,0.421444,0.396854,0.245853,0.205258,0.254723,0.393500 
17/10/2010 03:00,734428.125000,0.625000,1,1,9,0.421396,0.421496,0.416704,0.394962,0.248841,0.205506,0.254751,0.393485 
17/10/2010 04:00,734428.166667,0.666667,1,1,9,0.416096,0.416502,0.412442,0.392865,0.251534,0.205775,0.254779,0.393471 
17/10/2010 05:00,734428.208333,0.708333,1,1,9,0.411485,0.412117,0.408605,0.390729,0.253953,0.206063,0.254807,0.393457 
17/10/2010 06:00,734428.250000,0.750000,1,1,9,0.407395,0.408200,0.405123,0.388635,0.256123,0.206369,0.254836,0.393443 
17/10/2010 07:00,734428.291667,0.791667,1,1,9,0.403802,0.404690,0.401948,0.386627,0.258073,0.206692,0.254865,0.393429 
17/10/2010 08:00,734428.333333,0.833333,1,1,9,0.400302,0.401407,0.399012,0.384725,0.259838,0.207029,0.254893,0.393415 
17/10/2010 09:00,734428.375000,0.875000,1,1,9,0.396421,0.398062,0.396183,0.382930,0.261468,0.207383,0.254922,0.393401 
17/10/2010 10:00,734428.416667,0.916667,1,1,9,0.392240,0.394521,0.393300,0.381176,0.263002,0.207755,0.254951,0.393387 
17/10/2010 11:00,734428.458333,0.958333,1,1,9,0.387833,0.390803,0.390319,0.379414,0.264448,0.208147,0.254980,0.393374 
17/10/2010 12:00,734428.500000,1.000000,1,1,9,0.383058,0.386857,0.387209,0.377617,0.265809,0.208562,0.255009,0.393360 
