Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,5.000000 ,15.000000 ,27.500000 ,50.000000 ,102.500000 ,200.000000 ,380.000000 ,750.000000  
16/10/2010 12:00,734427.500000,0.000000,0,1,10,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000 
16/10/2010 13:00,734427.541667,0.041667,1,1,10,8.231627,7.505356,6.734248,5.653977,4.300831,4.017199,4.000220,4.000001 
16/10/2010 14:00,734427.583333,0.083333,1,1,10,8.372561,7.896501,7.337594,6.442885,4.934549,4.111646,4.002767,4.000012 
16/10/2010 15:00,734427.625000,0.125000,1,1,10,8.013610,7.720425,7.355667,6.713080,5.384918,4.270611,4.010634,4.000068 
16/10/2010 16:00,734427.666667,0.166667,1,1,10,7.165815,7.072423,6.927341,6.595645,5.629301,4.450041,4.025130,4.000223 
16/10/2010 17:00,734427.708333,0.208333,1,1,10,6.187093,6.248222,6.281083,6.225921,5.687579,4.613625,4.045851,4.000531 
16/10/2010 18:00,734427.750000,0.250000,1,1,10,5.300064,5.457428,5.608031,5.754665,5.604759,4.737678,4.071244,4.001039 
16/10/2010 19:00,734427.791667,0.291667,1,1,10,4.844260,4.994778,5.152950,5.353536,5.443511,4.812908,4.099233,4.001774 
16/10/2010 20:00,734427.833333,0.333333,1,1,10,4.539511,4.680485,4.835113,5.052064,5.264027,4.843792,4.127817,4.002748 
16/10/2010 21:00,734427.875000,0.375000,1,1,10,4.280730,4.420023,4.576222,4.806193,5.089826,4.840903,4.155421,4.003956 
16/10/2010 22:00,734427.916667,0.416667,1,1,10,4.069585,4.205688,4.360760,4.596633,4.926303,4.814386,4.180923,4.005382 
16/10/2010 23:00,734427.958333,0.458333,1,1,10,3.902483,4.032538,4.183013,4.418040,4.775389,4.772109,4.203584,4.007002 
17/10/2010 00:00,734428.000000,0.500000,1,1,10,4.343780,4.349522,4.369597,4.437001,4.664020,4.721383,4.222999,4.008788 
17/10/2010 01:00,734428.041667,0.541667,1,1,10,4.432029,4.439364,4.453247,4.490463,4.612422,4.672707,4.239194,4.010710 
17/10/2010 02:00,734428.083333,0.583333,1,1,10,4.469226,4.476809,4.488265,4.513985,4.587127,4.631174,4.252554,4.012742 
17/10/2010 03:00,734428.125000,0.625000,1,1,10,4.487633,4.494507,4.503961,4.523119,4.571401,4.597082,4.263550,4.014861 
17/10/2010 04:00,734428.166667,0.666667,1,1,10,4.498141,4.503890,4.511458,4.525950,4.559322,4.569321,4.272603,4.017048 
17/10/2010 05:00,734428.208333,0.708333,1,1,10,4.505300,4.509731,4.515454,4.526088,4.548977,4.546627,4.280062,4.019288 
17/10/2010 06:00,734428.250000,0.750000,1,1,10,4.511312,4.514315,4.518182,4.525304,4.539842,4.527933,4.286212,4.021568 
17/10/2010 07:00,734428.291667,0.791667,1,1,10,4.554869,4.546197,4.538702,4.532294,4.532860,4.512463,4.291280,4.023878 
17/10/2010 08:00,734428.333333,0.833333,1,1,10,5.038551,4.935197,4.826042,4.682652,4.551151,4.501015,4.295477,4.026210 
17/10/2010 09:00,734428.375000,0.875000,1,1,10,6.620559,6.237149,5.824505,5.261569,4.673899,4.501372,4.299195,4.028558 
17/10/2010 10:00,734428.416667,0.916667,1,1,10,7.761842,7.290465,6.762892,5.984775,4.945382,4.530197,4.303426,4.030923 
17/10/2010 11:00,734428.458333,0.958333,1,1,10,8.878244,8.324685,7.694598,6.734256,5.315461,4.597615,4.309746,4.033317 
17/10/2010 12:00,734428.500000,1.000000,1,1,10,10.270895,9.584959,8.801024,7.596626,5.766461,4.707063,4.319890,4.035767 
17/10/2010 13:00,734428.541667,1.041667,1,1,10,10.955960,10.314474,9.558953,8.338831,6.268554,4.859696,4.335570,4.038314 
17/10/2010 14:00,734428.583333,1.083333,1,1,10,10.602012,10.163456,9.618579,8.658807,6.714357,5.046425,4.358186,4.041014 
17/10/2010 15:00,734428.625000,1.125000,1,1,10,10.710904,10.299224,9.784970,8.881091,7.055528,5.247875,4.388294,4.043931 
17/10/2010 16:00,734428.666667,1.166667,1,1,10,8.788064,8.800425,8.743978,8.460778,7.238803,5.446317,4.425569,4.047128 
17/10/2010 17:00,734428.708333,1.208333,1,1,10,6.907870,7.192058,7.439099,7.627813,7.164079,5.612380,4.468613,4.050663 
17/10/2010 18:00,734428.750000,1.250000,1,1,10,5.342090,5.743658,6.159389,6.671628,6.878118,5.721582,4.514855,4.054572 
17/10/2010 19:00,734428.791667,1.291667,1,1,10,4.528809,4.901892,5.311796,5.889772,6.483090,5.764610,4.561188,4.058867 
17/10/2010 20:00,734428.833333,1.333333,1,1,10,3.963180,4.312075,4.706589,5.297559,6.079178,5.748439,4.604764,4.063533 
17/10/2010 21:00,734428.875000,1.375000,1,1,10,3.532031,3.861090,4.239755,4.827063,5.704382,5.686827,4.643478,4.068533 
17/10/2010 22:00,734428.916667,1.416667,1,1,10,3.172814,3.487929,3.854539,4.435440,5.366384,5.593114,4.676010,4.073813 
17/10/2010 23:00,734428.958333,1.458333,1,1,10,2.858850,3.164086,3.521845,4.096973,5.061956,5.477967,4.701665,4.079314 
18/10/2010 00:00,734429.000000,1.500000,1,1,10,2.573661,2.872183,3.223992,3.795423,4.785218,5.349220,4.720203,4.084971 
18/10/2010 01:00,734429.041667,1.541667,1,1,10,2.218186,2.530943,2.898568,3.493756,4.526395,5.212151,4.731680,4.090719 
18/10/2010 02:00,734429.083333,1.583333,1,1,10,1.923459,2.235048,2.603416,3.205888,4.277034,5.069554,4.736313,4.096494 
18/10/2010 03:00,734429.125000,1.625000,1,1,10,1.638057,1.951335,2.322824,2.933737,4.037152,4.923355,4.734397,4.102237 
18/10/2010 04:00,734429.166667,1.666667,1,1,10,1.376322,1.690101,2.062825,2.678397,3.806575,4.775086,4.726275,4.107889 
18/10/2010 05:00,734429.208333,1.708333,1,1,10,1.138010,1.449195,1.820273,2.437184,3.585014,4.625977,4.712321,4.113397 
18/10/2010 06:00,734429.250000,1.750000,1,1,10,0.913407,1.222709,1.592506,2.210069,3.372583,4.477024,4.692929,4.118709 
18/10/2010 07:00,734429.291667,1.791667,1,1,10,0.878356,1.145164,1.473118,2.041777,3.175809,4.329387,4.668500,4.123781 
18/10/2010 08:00,734429.333333,1.833333,1,1,10,1.877181,1.895245,1.963733,2.199337,3.044556,4.187401,4.639510,4.128570 
18/10/2010 09:00,734429.375000,1.875000,1,1,10,5.236278,4.656195,4.063956,3.363449,3.165863,4.070719,4.606890,4.133039 
18/10/2010 10:00,734429.416667,1.916667,1,1,10,10.270093,8.858481,7.392388,5.486214,3.720971,4.022906,4.572951,4.137169 
18/10/2010 11:00,734429.458333,1.958333,1,1,10,12.483980,11.226913,9.796515,7.637967,4.684832,4.089925,4.541868,4.140968 
18/10/2010 12:00,734429.500000,2.000000,1,1,10,14.459872,13.180650,11.697951,9.375327,5.772791,4.280908,4.518710,4.144490 
18/10/2010 13:00,734429.541667,2.041667,1,1,10,15.804887,14.605686,13.171826,10.827582,6.857541,4.577102,4.507809,4.147832 
18/10/2010 14:00,734429.583333,2.083333,1,1,10,15.285779,14.494402,13.463221,11.586027,7.810160,4.949115,4.512152,4.151123 
18/10/2010 15:00,734429.625000,2.125000,1,1,10,13.583417,13.259662,12.726087,11.527167,8.464732,5.351910,4.532915,4.154509 
18/10/2010 16:00,734429.666667,2.166667,1,1,10,10.885052,11.061733,11.084868,10.704152,8.730914,5.733297,4.569083,4.158135 
18/10/2010 17:00,734429.708333,2.208333,1,1,10,7.420422,8.008714,8.556711,9.074919,8.544269,6.042129,4.617530,4.162128 
18/10/2010 18:00,734429.750000,2.250000,1,1,10,5.216549,5.884343,6.586115,7.483953,8.005528,6.238167,4.673369,4.166572 
18/10/2010 19:00,734429.791667,2.291667,1,1,10,4.015121,4.624815,5.299014,6.264918,7.336661,6.314888,4.731123,4.171504 
18/10/2010 20:00,734429.833333,2.333333,1,1,10,3.187690,3.750518,4.389200,5.355065,6.682608,6.291385,4.786075,4.176913 
18/10/2010 21:00,734429.875000,2.375000,1,1,10,2.570824,3.094798,3.699282,4.643494,6.091254,6.193914,4.834843,4.182751 
18/10/2010 22:00,734429.916667,2.416667,1,1,10,2.094704,2.584375,3.156031,4.069238,5.569535,6.046035,4.875323,4.188946 
18/10/2010 23:00,734429.958333,2.458333,1,1,10,1.708270,2.169500,2.712534,3.593896,5.111459,5.866221,4.906413,4.195413 
19/10/2010 00:00,734430.000000,2.500000,1,1,10,1.388672,1.825138,2.342495,3.192536,4.707681,5.668046,4.927731,4.202060 
19/10/2010 01:00,734430.041667,2.541667,1,1,10,1.151922,1.572226,2.058231,2.849430,4.320095,5.440385,4.940036,4.209473 
19/10/2010 02:00,734430.083333,2.583333,1,1,10,0.929288,1.325910,1.788831,2.553975,3.983201,5.207621,4.941156,4.217034 
19/10/2010 03:00,734430.125000,2.625000,1,1,10,0.679612,1.063275,1.514098,2.260340,3.672340,4.974666,4.931353,4.224656 
19/10/2010 04:00,734430.166667,2.666667,1,1,10,0.582412,0.897949,1.302246,2.005569,3.380510,4.740294,4.910522,4.232356 
19/10/2010 05:00,734430.208333,2.708333,1,1,10,0.351843,0.690039,1.089337,1.763030,3.091887,4.491038,4.875918,4.240541 
19/10/2010 06:00,734430.250000,2.750000,1,1,10,0.215970,0.537397,0.920001,1.565619,2.849191,4.268015,4.833423,4.247795 
19/10/2010 07:00,734430.291667,2.791667,1,1,10,0.407001,0.635700,0.935905,1.485794,2.674751,4.090463,4.791095,4.253472 
19/10/2010 08:00,734430.333333,2.833333,1,1,10,1.071337,1.171043,1.319827,1.648609,2.578818,3.936359,4.746529,4.258400 
19/10/2010 09:00,734430.375000,2.875000,1,1,10,4.488772,3.941770,3.393957,2.771130,2.706994,3.817061,4.700878,4.262672 
