Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,50.000000 ,200.000000 ,550.000000 ,1050.000000 ,1550.000000  
11/02/2012 10:00,734910.416667,10.416667,1,1,1,0.040974,0.061897,0.339847,0.400000,0.400000 
11/02/2012 11:00,734910.458333,10.458333,1,1,1,0.040907,0.061820,0.340033,0.400000,0.400000 
11/02/2012 12:00,734910.500000,10.500000,1,1,1,0.040840,0.061742,0.340213,0.400000,0.400000 
11/02/2012 13:00,734910.541667,10.541667,1,1,1,0.040774,0.061665,0.340387,0.400000,0.400000 
11/02/2012 14:00,734910.583333,10.583333,1,1,1,0.040708,0.061588,0.340555,0.400000,0.400000 
11/02/2012 15:00,734910.625000,10.625000,1,1,1,0.040642,0.061512,0.340718,0.400000,0.400000 
11/02/2012 16:00,734910.666667,10.666667,1,1,1,0.040577,0.061436,0.340874,0.400000,0.400000 
11/02/2012 17:00,734910.708333,10.708333,1,1,1,0.040513,0.061361,0.341025,0.400000,0.400000 
11/02/2012 18:00,734910.750000,10.750000,1,1,1,0.040449,0.061286,0.341171,0.400000,0.400000 
11/02/2012 19:00,734910.791667,10.791667,1,1,1,0.040385,0.061211,0.341310,0.400000,0.400000 
11/02/2012 20:00,734910.833333,10.833333,1,1,1,0.040322,0.061137,0.341444,0.400000,0.400000 
11/02/2012 21:00,734910.875000,10.875000,1,1,1,0.040259,0.061063,0.341573,0.400000,0.400000 
11/02/2012 22:00,734910.916667,10.916667,1,1,1,0.040196,0.060990,0.341696,0.400000,0.400000 
11/02/2012 23:00,734910.958333,10.958333,1,1,1,0.040134,0.060917,0.341813,0.400000,0.400000 
12/02/2012 00:00,734911.000000,11.000000,1,1,1,0.040072,0.060844,0.341925,0.400000,0.400000 
12/02/2012 01:00,734911.041667,11.041667,1,1,1,0.040011,0.060772,0.342032,0.400000,0.400000 
12/02/2012 02:00,734911.083333,11.083333,1,1,1,0.039950,0.060700,0.342133,0.400000,0.400000 
12/02/2012 03:00,734911.125000,11.125000,1,1,1,0.039890,0.060629,0.342229,0.400000,0.400000 
12/02/2012 04:00,734911.166667,11.166667,1,1,1,0.039830,0.060558,0.342319,0.400000,0.400000 
12/02/2012 05:00,734911.208333,11.208333,1,1,1,0.039770,0.060487,0.342405,0.400000,0.400000 
12/02/2012 06:00,734911.250000,11.250000,1,1,1,0.039710,0.060417,0.342485,0.400000,0.400000 
12/02/2012 07:00,734911.291667,11.291667,1,1,1,0.039651,0.060347,0.342559,0.400000,0.400000 
12/02/2012 08:00,734911.333333,11.333333,1,1,1,0.039593,0.060277,0.342628,0.400000,0.400000 
12/02/2012 09:00,734911.375000,11.375000,1,1,1,0.039535,0.060207,0.342692,0.400000,0.400000 
12/02/2012 10:00,734911.416667,11.416667,1,1,1,0.039477,0.060138,0.342750,0.400000,0.400000 
12/02/2012 11:00,734911.458333,11.458333,1,1,1,0.039419,0.060070,0.342804,0.400000,0.400000 
12/02/2012 12:00,734911.500000,11.500000,1,1,1,0.039362,0.060001,0.342852,0.400000,0.400000 
12/02/2012 13:00,734911.541667,11.541667,1,1,1,0.039305,0.059933,0.342895,0.400000,0.400000 
12/02/2012 14:00,734911.583333,11.583333,1,1,1,0.039248,0.059866,0.342934,0.400000,0.400000 
12/02/2012 15:00,734911.625000,11.625000,1,1,1,0.039192,0.059798,0.342967,0.400000,0.400000 
12/02/2012 16:00,734911.666667,11.666667,1,1,1,0.039136,0.059731,0.342995,0.400000,0.400000 
12/02/2012 17:00,734911.708333,11.708333,1,1,1,0.039081,0.059665,0.343019,0.400000,0.400000 
12/02/2012 18:00,734911.750000,11.750000,1,1,1,0.039026,0.059598,0.343037,0.400000,0.400000 
12/02/2012 19:00,734911.791667,11.791667,1,1,1,0.038971,0.059532,0.343051,0.400000,0.400000 
12/02/2012 20:00,734911.833333,11.833333,1,1,1,0.038916,0.059466,0.343060,0.400000,0.400000 
12/02/2012 21:00,734911.875000,11.875000,1,1,1,0.038862,0.059401,0.343064,0.400000,0.400000 
12/02/2012 22:00,734911.916667,11.916667,1,1,1,0.038808,0.059336,0.343063,0.400000,0.400000 
12/02/2012 23:00,734911.958333,11.958333,1,1,1,0.038754,0.059271,0.343057,0.400000,0.400000 
13/02/2012 00:00,734912.000000,12.000000,1,1,1,0.038701,0.059206,0.343047,0.400000,0.400000 
13/02/2012 01:00,734912.041667,12.041667,1,1,1,0.038648,0.059142,0.343031,0.400000,0.400000 
13/02/2012 02:00,734912.083333,12.083333,1,1,1,0.038595,0.059078,0.343011,0.400000,0.400000 
13/02/2012 03:00,734912.125000,12.125000,1,1,1,0.038543,0.059014,0.342987,0.400000,0.400000 
13/02/2012 04:00,734912.166667,12.166667,1,1,1,0.038491,0.058950,0.342957,0.400000,0.400000 
13/02/2012 05:00,734912.208333,12.208333,1,1,1,0.038439,0.058887,0.342923,0.400000,0.400000 
13/02/2012 06:00,734912.250000,12.250000,1,1,1,0.038388,0.058824,0.342885,0.400000,0.400000 
13/02/2012 07:00,734912.291667,12.291667,1,1,1,0.038336,0.058761,0.342842,0.400000,0.400000 
13/02/2012 08:00,734912.333333,12.333333,1,1,1,0.038285,0.058699,0.342794,0.400000,0.400000 
13/02/2012 09:00,734912.375000,12.375000,1,1,1,0.038235,0.058637,0.342742,0.400000,0.400000 
13/02/2012 10:00,734912.416667,12.416667,1,1,1,0.038184,0.058575,0.342686,0.400000,0.400000 
13/02/2012 11:00,734912.458333,12.458333,1,1,1,0.038134,0.058513,0.342625,0.400000,0.400000 
13/02/2012 12:00,734912.500000,12.500000,1,1,1,0.038084,0.058452,0.342560,0.400000,0.400000 
13/02/2012 13:00,734912.541667,12.541667,1,1,1,0.038035,0.058391,0.342491,0.400000,0.400000 
13/02/2012 14:00,734912.583333,12.583333,1,1,1,0.037986,0.058330,0.342417,0.400000,0.400000 
13/02/2012 15:00,734912.625000,12.625000,1,1,1,0.037937,0.058269,0.342339,0.400000,0.400000 
13/02/2012 16:00,734912.666667,12.666667,1,1,1,0.037888,0.058209,0.342257,0.400000,0.400000 
13/02/2012 17:00,734912.708333,12.708333,1,1,1,0.037839,0.058149,0.342170,0.400000,0.400000 
13/02/2012 18:00,734912.750000,12.750000,1,1,1,0.037791,0.058089,0.342079,0.400000,0.400000 
13/02/2012 19:00,734912.791667,12.791667,1,1,1,0.037743,0.058029,0.341985,0.400000,0.400000 
13/02/2012 20:00,734912.833333,12.833333,1,1,1,0.037695,0.057970,0.341886,0.400000,0.400000 
13/02/2012 21:00,734912.875000,12.875000,1,1,1,0.037648,0.057910,0.341782,0.400000,0.400000 
13/02/2012 22:00,734912.916667,12.916667,1,1,1,0.037601,0.057851,0.341675,0.400000,0.400000 
13/02/2012 23:00,734912.958333,12.958333,1,1,1,0.037554,0.057793,0.341563,0.400000,0.400000 
14/02/2012 00:00,734913.000000,13.000000,1,1,1,0.037507,0.057734,0.341448,0.400000,0.400000 
14/02/2012 01:00,734913.041667,13.041667,1,1,1,0.037460,0.057676,0.341328,0.400000,0.400000 
14/02/2012 02:00,734913.083333,13.083333,1,1,1,0.037414,0.057618,0.341204,0.400000,0.400000 
14/02/2012 03:00,734913.125000,13.125000,1,1,1,0.037368,0.057560,0.341075,0.400000,0.400000 
14/02/2012 04:00,734913.166667,13.166667,1,1,1,0.037322,0.057502,0.340943,0.400000,0.400000 
14/02/2012 05:00,734913.208333,13.208333,1,1,1,0.037277,0.057445,0.340807,0.400000,0.400000 
14/02/2012 06:00,734913.250000,13.250000,1,1,1,0.037232,0.057388,0.340667,0.400000,0.400000 
14/02/2012 07:00,734913.291667,13.291667,1,1,1,0.037186,0.057330,0.340523,0.400000,0.400000 
14/02/2012 08:00,734913.333333,13.333333,1,1,1,0.037142,0.057274,0.340375,0.400000,0.400000 
14/02/2012 09:00,734913.375000,13.375000,1,1,1,0.037097,0.057217,0.340223,0.400000,0.400000 
14/02/2012 10:00,734913.416667,13.416667,1,1,1,0.037053,0.057161,0.340067,0.400000,0.400000 
14/02/2012 11:00,734913.458333,13.458333,1,1,1,0.037008,0.057104,0.339906,0.400000,0.400000 
14/02/2012 12:00,734913.500000,13.500000,1,1,1,0.036964,0.057048,0.339742,0.400000,0.400000 
14/02/2012 13:00,734913.541667,13.541667,1,1,1,0.036921,0.056993,0.339573,0.400000,0.400000 
14/02/2012 14:00,734913.583333,13.583333,1,1,1,0.036877,0.056937,0.339400,0.400000,0.400000 
14/02/2012 15:00,734913.625000,13.625000,1,1,1,0.036834,0.056881,0.339222,0.400000,0.400000 
14/02/2012 16:00,734913.666667,13.666667,1,1,1,0.036791,0.056826,0.339041,0.400000,0.400000 
14/02/2012 17:00,734913.708333,13.708333,1,1,1,0.036748,0.056771,0.338855,0.400000,0.400000 
14/02/2012 18:00,734913.750000,13.750000,1,1,1,0.036705,0.056716,0.338665,0.400000,0.400000 
14/02/2012 19:00,734913.791667,13.791667,1,1,1,0.036663,0.056662,0.338471,0.400000,0.400000 
14/02/2012 20:00,734913.833333,13.833333,1,1,1,0.036620,0.056607,0.338273,0.400000,0.400000 
14/02/2012 21:00,734913.875000,13.875000,1,1,1,0.036578,0.056553,0.338071,0.400000,0.400000 
14/02/2012 22:00,734913.916667,13.916667,1,1,1,0.036536,0.056499,0.337865,0.400000,0.400000 
14/02/2012 23:00,734913.958333,13.958333,1,1,1,0.036495,0.056445,0.337655,0.400000,0.400000 
15/02/2012 00:00,734914.000000,14.000000,1,1,1,0.036453,0.056391,0.337441,0.400000,0.400000 
15/02/2012 01:00,734914.041667,14.041667,1,1,1,0.036412,0.056337,0.337223,0.400000,0.400000 
15/02/2012 02:00,734914.083333,14.083333,1,1,1,0.036371,0.056284,0.337001,0.400000,0.400000 
15/02/2012 03:00,734914.125000,14.125000,1,1,1,0.036330,0.056230,0.336776,0.400000,0.400000 
15/02/2012 04:00,734914.166667,14.166667,1,1,1,0.036289,0.056177,0.336546,0.400000,0.400000 
15/02/2012 05:00,734914.208333,14.208333,1,1,1,0.036249,0.056124,0.336313,0.400000,0.400000 
15/02/2012 06:00,734914.250000,14.250000,1,1,1,0.036208,0.056072,0.336076,0.400000,0.400000 
15/02/2012 07:00,734914.291667,14.291667,1,1,1,0.036168,0.056019,0.335835,0.400000,0.400000 
15/02/2012 08:00,734914.333333,14.333333,1,1,1,0.036128,0.055966,0.335590,0.400000,0.400000 
15/02/2012 09:00,734914.375000,14.375000,1,1,1,0.036088,0.055914,0.335341,0.400000,0.400000 
15/02/2012 10:00,734914.416667,14.416667,1,1,1,0.036049,0.055862,0.335089,0.400000,0.400000 
15/02/2012 11:00,734914.458333,14.458333,1,1,1,0.036009,0.055810,0.334833,0.400000,0.400000 
15/02/2012 12:00,734914.500000,14.500000,1,1,1,0.035970,0.055758,0.334572,0.400000,0.400000 
15/02/2012 13:00,734914.541667,14.541667,1,1,1,0.035931,0.055707,0.334307,0.400000,0.400000 
15/02/2012 14:00,734914.583333,14.583333,1,1,1,0.035892,0.055655,0.334038,0.400000,0.400000 
15/02/2012 15:00,734914.625000,14.625000,1,1,1,0.035853,0.055604,0.333765,0.400000,0.400000 
15/02/2012 16:00,734914.666667,14.666667,1,1,1,0.035815,0.055552,0.333488,0.400000,0.400000 
15/02/2012 17:00,734914.708333,14.708333,1,1,1,0.035776,0.055501,0.333206,0.400000,0.400000 
15/02/2012 18:00,734914.750000,14.750000,1,1,1,0.035738,0.055450,0.332920,0.400000,0.400000 
15/02/2012 19:00,734914.791667,14.791667,1,1,1,0.035700,0.055400,0.332631,0.400000,0.400000 
15/02/2012 20:00,734914.833333,14.833333,1,1,1,0.035662,0.055349,0.332337,0.400000,0.400000 
15/02/2012 21:00,734914.875000,14.875000,1,1,1,0.035625,0.055299,0.332039,0.400000,0.400000 
15/02/2012 22:00,734914.916667,14.916667,1,1,1,0.035587,0.055248,0.331737,0.400000,0.400000 
15/02/2012 23:00,734914.958333,14.958333,1,1,1,0.035550,0.055198,0.331432,0.400000,0.400000 
16/02/2012 00:00,734915.000000,15.000000,1,1,1,0.035513,0.055148,0.331122,0.400000,0.400000 
16/02/2012 01:00,734915.041667,15.041667,1,1,1,0.035476,0.055098,0.330809,0.400000,0.400000 
16/02/2012 02:00,734915.083333,15.083333,1,1,1,0.035439,0.055048,0.330491,0.400000,0.400000 
16/02/2012 03:00,734915.125000,15.125000,1,1,1,0.035402,0.054999,0.330170,0.400000,0.400000 
16/02/2012 04:00,734915.166667,15.166667,1,1,1,0.035365,0.054949,0.329845,0.400000,0.400000 
16/02/2012 05:00,734915.208333,15.208333,1,1,1,0.035329,0.054900,0.329516,0.400000,0.400000 
16/02/2012 06:00,734915.250000,15.250000,1,1,1,0.035293,0.054850,0.329183,0.400000,0.400000 
16/02/2012 07:00,734915.291667,15.291667,1,1,1,0.035256,0.054801,0.328845,0.400000,0.400000 
16/02/2012 08:00,734915.333333,15.333333,1,1,1,0.035221,0.054752,0.328504,0.400000,0.400000 
16/02/2012 09:00,734915.375000,15.375000,1,1,1,0.035185,0.054703,0.328159,0.400000,0.400000 
16/02/2012 10:00,734915.416667,15.416667,1,1,1,0.035149,0.054655,0.327809,0.400000,0.400000 
16/02/2012 11:00,734915.458333,15.458333,1,1,1,0.035114,0.054606,0.327455,0.400000,0.400000 
16/02/2012 12:00,734915.500000,15.500000,1,1,1,0.035078,0.054558,0.327096,0.400000,0.400000 
16/02/2012 13:00,734915.541667,15.541667,1,1,1,0.035043,0.054509,0.326732,0.400000,0.400000 
16/02/2012 14:00,734915.583333,15.583333,1,1,1,0.035008,0.054461,0.326364,0.400000,0.400000 
16/02/2012 15:00,734915.625000,15.625000,1,1,1,0.034973,0.054413,0.325990,0.400000,0.400000 
16/02/2012 16:00,734915.666667,15.666667,1,1,1,0.034938,0.054365,0.325612,0.400000,0.400000 
16/02/2012 17:00,734915.708333,15.708333,1,1,1,0.034904,0.054317,0.325228,0.400000,0.400000 
16/02/2012 18:00,734915.750000,15.750000,1,1,1,0.034869,0.054269,0.324839,0.400000,0.400000 
16/02/2012 19:00,734915.791667,15.791667,1,1,1,0.034835,0.054222,0.324444,0.400000,0.400000 
16/02/2012 20:00,734915.833333,15.833333,1,1,1,0.034800,0.054174,0.324044,0.400000,0.400000 
16/02/2012 21:00,734915.875000,15.875000,1,1,1,0.034766,0.054127,0.323638,0.400000,0.400000 
16/02/2012 22:00,734915.916667,15.916667,1,1,1,0.034732,0.054079,0.323226,0.400000,0.400000 
16/02/2012 23:00,734915.958333,15.958333,1,1,1,0.034699,0.054032,0.322809,0.400000,0.400000 
17/02/2012 00:00,734916.000000,16.000000,1,1,1,0.034665,0.053985,0.322386,0.400000,0.400000 
17/02/2012 01:00,734916.041667,16.041667,1,1,1,0.034631,0.053938,0.321958,0.400000,0.400000 
17/02/2012 02:00,734916.083333,16.083333,1,1,1,0.034598,0.053891,0.321523,0.400000,0.400000 
17/02/2012 03:00,734916.125000,16.125000,1,1,1,0.034565,0.053844,0.321081,0.400000,0.400000 
17/02/2012 04:00,734916.166667,16.166667,1,1,1,0.034531,0.053798,0.320634,0.400000,0.400000 
17/02/2012 05:00,734916.208333,16.208333,1,1,1,0.034498,0.053751,0.320180,0.400000,0.400000 
17/02/2012 06:00,734916.250000,16.250000,1,1,1,0.034466,0.053704,0.319720,0.400000,0.400000 
17/02/2012 07:00,734916.291667,16.291667,1,1,1,0.034433,0.053658,0.319253,0.400000,0.400000 
17/02/2012 08:00,734916.333333,16.333333,1,1,1,0.034400,0.053612,0.318779,0.400000,0.400000 
17/02/2012 09:00,734916.375000,16.375000,1,1,1,0.034368,0.053566,0.318299,0.400000,0.400000 
17/02/2012 10:00,734916.416667,16.416667,1,1,1,0.034335,0.053520,0.317812,0.400000,0.400000 
17/02/2012 11:00,734916.458333,16.458333,1,1,1,0.034303,0.053474,0.317318,0.400000,0.400000 
17/02/2012 12:00,734916.500000,16.500000,1,1,1,0.034271,0.053428,0.316818,0.400000,0.400000 
17/02/2012 13:00,734916.541667,16.541667,1,1,1,0.034239,0.053382,0.316311,0.400000,0.400000 
17/02/2012 14:00,734916.583333,16.583333,1,1,1,0.034207,0.053336,0.315798,0.400000,0.400000 
17/02/2012 15:00,734916.625000,16.625000,1,1,1,0.034175,0.053291,0.315278,0.400000,0.400000 
17/02/2012 16:00,734916.666667,16.666667,1,1,1,0.034143,0.053245,0.314752,0.400000,0.400000 
17/02/2012 17:00,734916.708333,16.708333,1,1,1,0.034112,0.053200,0.314219,0.400000,0.400000 
17/02/2012 18:00,734916.750000,16.750000,1,1,1,0.034080,0.053154,0.313680,0.400000,0.400000 
17/02/2012 19:00,734916.791667,16.791667,1,1,1,0.034049,0.053109,0.313134,0.400000,0.400000 
17/02/2012 20:00,734916.833333,16.833333,1,1,1,0.034018,0.053064,0.312581,0.400000,0.400000 
17/02/2012 21:00,734916.875000,16.875000,1,1,1,0.033987,0.053019,0.312022,0.400000,0.400000 
17/02/2012 22:00,734916.916667,16.916667,1,1,1,0.033956,0.052974,0.311457,0.400000,0.400000 
17/02/2012 23:00,734916.958333,16.958333,1,1,1,0.033925,0.052929,0.310884,0.400000,0.400000 
18/02/2012 00:00,734917.000000,17.000000,1,1,1,0.033894,0.052884,0.310306,0.400000,0.400000 
18/02/2012 01:00,734917.041667,17.041667,1,1,1,0.033864,0.052839,0.309720,0.400000,0.400000 
18/02/2012 02:00,734917.083333,17.083333,1,1,1,0.033833,0.052794,0.309129,0.400000,0.400000 
18/02/2012 03:00,734917.125000,17.125000,1,1,1,0.033803,0.052750,0.308530,0.400000,0.400000 
18/02/2012 04:00,734917.166667,17.166667,1,1,1,0.033773,0.052705,0.307925,0.400000,0.400000 
18/02/2012 05:00,734917.208333,17.208333,1,1,1,0.033742,0.052661,0.307314,0.400000,0.400000 
18/02/2012 06:00,734917.250000,17.250000,1,1,1,0.033712,0.052616,0.306696,0.400000,0.400000 
18/02/2012 07:00,734917.291667,17.291667,1,1,1,0.033682,0.052572,0.306072,0.400000,0.400000 
18/02/2012 08:00,734917.333333,17.333333,1,1,1,0.033653,0.052528,0.305441,0.400000,0.400000 
18/02/2012 09:00,734917.375000,17.375000,1,1,1,0.033623,0.052483,0.304804,0.400000,0.400000 
18/02/2012 10:00,734917.416667,17.416667,1,1,1,0.033593,0.052439,0.304161,0.400000,0.400000 
18/02/2012 11:00,734917.458333,17.458333,1,1,1,0.033564,0.052395,0.303511,0.400000,0.400000 
18/02/2012 12:00,734917.500000,17.500000,1,1,1,0.033534,0.052351,0.302854,0.400000,0.400000 
18/02/2012 13:00,734917.541667,17.541667,1,1,1,0.033505,0.052307,0.302192,0.400000,0.400000 
18/02/2012 14:00,734917.583333,17.583333,1,1,1,0.033476,0.052264,0.301522,0.400000,0.400000 
18/02/2012 15:00,734917.625000,17.625000,1,1,1,0.033446,0.052220,0.300844,0.400000,0.400000 
18/02/2012 16:00,734917.666667,17.666667,1,1,1,0.033417,0.052176,0.300159,0.400000,0.400000 
18/02/2012 17:00,734917.708333,17.708333,1,1,1,0.033389,0.052132,0.299466,0.400000,0.400000 
18/02/2012 18:00,734917.750000,17.750000,1,1,1,0.033360,0.052089,0.298766,0.400000,0.400000 
18/02/2012 19:00,734917.791667,17.791667,1,1,1,0.033331,0.052045,0.298059,0.400000,0.400000 
18/02/2012 20:00,734917.833333,17.833333,1,1,1,0.033302,0.052002,0.297344,0.400000,0.400000 
18/02/2012 21:00,734917.875000,17.875000,1,1,1,0.033274,0.051958,0.296622,0.400000,0.400000 
18/02/2012 22:00,734917.916667,17.916667,1,1,1,0.033245,0.051915,0.295893,0.400000,0.400000 
18/02/2012 23:00,734917.958333,17.958333,1,1,1,0.033217,0.051872,0.295156,0.400000,0.400000 
19/02/2012 00:00,734918.000000,18.000000,1,1,1,0.033189,0.051829,0.294410,0.400000,0.400000 
19/02/2012 01:00,734918.041667,18.041667,1,1,1,0.033161,0.051785,0.293656,0.400000,0.400000 
19/02/2012 02:00,734918.083333,18.083333,1,1,1,0.033133,0.051742,0.292893,0.400000,0.400000 
19/02/2012 03:00,734918.125000,18.125000,1,1,1,0.033105,0.051699,0.292120,0.400000,0.400000 
19/02/2012 04:00,734918.166667,18.166667,1,1,1,0.033077,0.051656,0.291336,0.400000,0.400000 
19/02/2012 05:00,734918.208333,18.208333,1,1,1,0.033049,0.051613,0.290543,0.400000,0.400000 
19/02/2012 06:00,734918.250000,18.250000,1,1,1,0.033021,0.051570,0.289739,0.400000,0.400000 
19/02/2012 07:00,734918.291667,18.291667,1,1,1,0.032994,0.051528,0.288925,0.400000,0.400000 
19/02/2012 08:00,734918.333333,18.333333,1,1,1,0.032966,0.051485,0.288101,0.400000,0.400000 
19/02/2012 09:00,734918.375000,18.375000,1,1,1,0.032939,0.051442,0.287267,0.400000,0.400000 
19/02/2012 10:00,734918.416667,18.416667,1,1,1,0.032912,0.051399,0.286423,0.400000,0.400000 
19/02/2012 11:00,734918.458333,18.458333,1,1,1,0.032884,0.051357,0.285570,0.400000,0.400000 
19/02/2012 12:00,734918.500000,18.500000,1,1,1,0.032857,0.051314,0.284706,0.400000,0.400000 
19/02/2012 13:00,734918.541667,18.541667,1,1,1,0.032830,0.051271,0.283833,0.400000,0.400000 
19/02/2012 14:00,734918.583333,18.583333,1,1,1,0.032803,0.051229,0.282951,0.400000,0.400000 
19/02/2012 15:00,734918.625000,18.625000,1,1,1,0.032776,0.051186,0.282059,0.400000,0.400000 
19/02/2012 16:00,734918.666667,18.666667,1,1,1,0.032749,0.051144,0.281159,0.400000,0.400000 
19/02/2012 17:00,734918.708333,18.708333,1,1,1,0.032723,0.051101,0.280249,0.400000,0.400000 
19/02/2012 18:00,734918.750000,18.750000,1,1,1,0.032696,0.051059,0.279331,0.400000,0.400000 
19/02/2012 19:00,734918.791667,18.791667,1,1,1,0.032670,0.051017,0.278404,0.400000,0.400000 
19/02/2012 20:00,734918.833333,18.833333,1,1,1,0.032643,0.050974,0.277469,0.400000,0.400000 
19/02/2012 21:00,734918.875000,18.875000,1,1,1,0.032617,0.050932,0.276525,0.400000,0.400000 
19/02/2012 22:00,734918.916667,18.916667,1,1,1,0.032590,0.050890,0.275573,0.400000,0.400000 
19/02/2012 23:00,734918.958333,18.958333,1,1,1,0.032564,0.050847,0.274614,0.400000,0.400000 
20/02/2012 00:00,734919.000000,19.000000,1,1,1,0.032538,0.050805,0.273645,0.400000,0.400000 
20/02/2012 01:00,734919.041667,19.041667,1,1,1,0.032512,0.050763,0.272669,0.400000,0.400000 
20/02/2012 02:00,734919.083333,19.083333,1,1,1,0.032486,0.050721,0.271685,0.400000,0.400000 
20/02/2012 03:00,734919.125000,19.125000,1,1,1,0.032460,0.050679,0.270692,0.400000,0.400000 
20/02/2012 04:00,734919.166667,19.166667,1,1,1,0.032434,0.050637,0.269692,0.400000,0.400000 
20/02/2012 05:00,734919.208333,19.208333,1,1,1,0.032409,0.050595,0.268684,0.400000,0.400000 
20/02/2012 06:00,734919.250000,19.250000,1,1,1,0.032383,0.050553,0.267669,0.400000,0.400000 
20/02/2012 07:00,734919.291667,19.291667,1,1,1,0.032358,0.050511,0.266647,0.400000,0.400000 
20/02/2012 08:00,734919.333333,19.333333,1,1,1,0.032332,0.050469,0.265617,0.400000,0.400000 
20/02/2012 09:00,734919.375000,19.375000,1,1,1,0.032307,0.050427,0.264581,0.400000,0.400000 
20/02/2012 10:00,734919.416667,19.416667,1,1,1,0.032281,0.050385,0.263539,0.400000,0.400000 
20/02/2012 11:00,734919.458333,19.458333,1,1,1,0.032256,0.050343,0.262490,0.400000,0.400000 
20/02/2012 12:00,734919.500000,19.500000,1,1,1,0.032231,0.050301,0.261434,0.400000,0.400000 
20/02/2012 13:00,734919.541667,19.541667,1,1,1,0.032206,0.050259,0.260373,0.400000,0.400000 
20/02/2012 14:00,734919.583333,19.583333,1,1,1,0.032181,0.050217,0.259306,0.400000,0.400000 
20/02/2012 15:00,734919.625000,19.625000,1,1,1,0.032156,0.050176,0.258233,0.400000,0.400000 
20/02/2012 16:00,734919.666667,19.666667,1,1,1,0.032131,0.050134,0.257154,0.400000,0.400000 
20/02/2012 17:00,734919.708333,19.708333,1,1,1,0.032106,0.050092,0.256069,0.400000,0.400000 
20/02/2012 18:00,734919.750000,19.750000,1,1,1,0.032081,0.050050,0.254980,0.400000,0.400000 
20/02/2012 19:00,734919.791667,19.791667,1,1,1,0.032057,0.050008,0.253885,0.400000,0.400000 
20/02/2012 20:00,734919.833333,19.833333,1,1,1,0.032032,0.049967,0.252785,0.400000,0.400000 
20/02/2012 21:00,734919.875000,19.875000,1,1,1,0.032008,0.049925,0.251680,0.400000,0.400000 
20/02/2012 22:00,734919.916667,19.916667,1,1,1,0.031983,0.049883,0.250571,0.400000,0.400000 
20/02/2012 23:00,734919.958333,19.958333,1,1,1,0.031959,0.049842,0.249457,0.400000,0.400000 
21/02/2012 00:00,734920.000000,20.000000,1,1,1,0.031934,0.049800,0.248339,0.400000,0.400000 
21/02/2012 01:00,734920.041667,20.041667,1,1,1,0.031910,0.049758,0.247217,0.400000,0.400000 
21/02/2012 02:00,734920.083333,20.083333,1,1,1,0.031886,0.049717,0.246090,0.400000,0.400000 
21/02/2012 03:00,734920.125000,20.125000,1,1,1,0.031862,0.049675,0.244960,0.400000,0.400000 
21/02/2012 04:00,734920.166667,20.166667,1,1,1,0.031838,0.049634,0.243826,0.400000,0.400000 
21/02/2012 05:00,734920.208333,20.208333,1,1,1,0.031814,0.049592,0.242688,0.400000,0.400000 
21/02/2012 06:00,734920.250000,20.250000,1,1,1,0.031790,0.049550,0.241547,0.400000,0.400000 
21/02/2012 07:00,734920.291667,20.291667,1,1,1,0.031766,0.049509,0.240403,0.400000,0.400000 
21/02/2012 08:00,734920.333333,20.333333,1,1,1,0.031742,0.049467,0.239256,0.400000,0.400000 
21/02/2012 09:00,734920.375000,20.375000,1,1,1,0.031719,0.049426,0.238106,0.400000,0.400000 
21/02/2012 10:00,734920.416667,20.416667,1,1,1,0.031695,0.049384,0.236953,0.400000,0.400000 
21/02/2012 11:00,734920.458333,20.458333,1,1,1,0.031671,0.049343,0.235799,0.400000,0.400000 
21/02/2012 12:00,734920.500000,20.500000,1,1,1,0.031648,0.049301,0.234641,0.400000,0.400000 
21/02/2012 13:00,734920.541667,20.541667,1,1,1,0.031624,0.049260,0.233482,0.400000,0.400000 
21/02/2012 14:00,734920.583333,20.583333,1,1,1,0.031601,0.049218,0.232322,0.400000,0.400000 
21/02/2012 15:00,734920.625000,20.625000,1,1,1,0.031578,0.049177,0.231160,0.400000,0.400000 
21/02/2012 16:00,734920.666667,20.666667,1,1,1,0.031554,0.049136,0.229997,0.400000,0.400000 
21/02/2012 17:00,734920.708333,20.708333,1,1,1,0.031531,0.049094,0.228834,0.400000,0.400000 
21/02/2012 18:00,734920.750000,20.750000,1,1,1,0.031508,0.049053,0.227670,0.400000,0.400000 
21/02/2012 19:00,734920.791667,20.791667,1,1,1,0.031485,0.049011,0.226507,0.400000,0.400000 
21/02/2012 20:00,734920.833333,20.833333,1,1,1,0.031462,0.048970,0.225343,0.400000,0.400000 
21/02/2012 21:00,734920.875000,20.875000,1,1,1,0.031439,0.048929,0.224179,0.400000,0.400000 
21/02/2012 22:00,734920.916667,20.916667,1,1,1,0.031416,0.048887,0.223015,0.400000,0.400000 
21/02/2012 23:00,734920.958333,20.958333,1,1,1,0.031393,0.048846,0.221853,0.400000,0.400000 
22/02/2012 00:00,734921.000000,21.000000,1,1,1,0.031371,0.048805,0.220691,0.400000,0.400000 
22/02/2012 01:00,734921.041667,21.041667,1,1,1,0.031348,0.048763,0.219530,0.400000,0.400000 
22/02/2012 02:00,734921.083333,21.083333,1,1,1,0.031325,0.048722,0.218371,0.400000,0.400000 
