Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,100.000000 ,300.000000 ,500.000000 ,700.000000 ,900.000000 ,1100.000000 ,1300.000000 ,1500.000000 ,1700.000000 ,1900.000000 ,2100.000000  
07/02/2012 06:00,734906.250000,6.250000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
07/02/2012 07:00,734906.291667,6.291667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
07/02/2012 08:00,734906.333333,6.333333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
07/02/2012 09:00,734906.375000,6.375000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
07/02/2012 10:00,734906.416667,6.416667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
07/02/2012 11:00,734906.458333,6.458333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
07/02/2012 12:00,734906.500000,6.500000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
07/02/2012 13:00,734906.541667,6.541667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
07/02/2012 14:00,734906.583333,6.583333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
07/02/2012 15:00,734906.625000,6.625000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
07/02/2012 16:00,734906.666667,6.666667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
07/02/2012 17:00,734906.708333,6.708333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
07/02/2012 18:00,734906.750000,6.750000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
07/02/2012 19:00,734906.791667,6.791667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
07/02/2012 20:00,734906.833333,6.833333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
07/02/2012 21:00,734906.875000,6.875000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
07/02/2012 22:00,734906.916667,6.916667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
07/02/2012 23:00,734906.958333,6.958333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 00:00,734907.000000,7.000000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 01:00,734907.041667,7.041667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 02:00,734907.083333,7.083333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 03:00,734907.125000,7.125000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 04:00,734907.166667,7.166667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 05:00,734907.208333,7.208333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 06:00,734907.250000,7.250000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 07:00,734907.291667,7.291667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 08:00,734907.333333,7.333333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 09:00,734907.375000,7.375000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 10:00,734907.416667,7.416667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 11:00,734907.458333,7.458333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 12:00,734907.500000,7.500000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 13:00,734907.541667,7.541667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 14:00,734907.583333,7.583333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 15:00,734907.625000,7.625000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 16:00,734907.666667,7.666667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 17:00,734907.708333,7.708333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 18:00,734907.750000,7.750000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 19:00,734907.791667,7.791667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 20:00,734907.833333,7.833333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 21:00,734907.875000,7.875000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 22:00,734907.916667,7.916667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
08/02/2012 23:00,734907.958333,7.958333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 00:00,734908.000000,8.000000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 01:00,734908.041667,8.041667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 02:00,734908.083333,8.083333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 03:00,734908.125000,8.125000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 04:00,734908.166667,8.166667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 05:00,734908.208333,8.208333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 06:00,734908.250000,8.250000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 07:00,734908.291667,8.291667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 08:00,734908.333333,8.333333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 09:00,734908.375000,8.375000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 10:00,734908.416667,8.416667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 11:00,734908.458333,8.458333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 12:00,734908.500000,8.500000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 13:00,734908.541667,8.541667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 14:00,734908.583333,8.583333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 15:00,734908.625000,8.625000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 16:00,734908.666667,8.666667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 17:00,734908.708333,8.708333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 18:00,734908.750000,8.750000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 19:00,734908.791667,8.791667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 20:00,734908.833333,8.833333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 21:00,734908.875000,8.875000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 22:00,734908.916667,8.916667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
09/02/2012 23:00,734908.958333,8.958333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 00:00,734909.000000,9.000000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 01:00,734909.041667,9.041667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 02:00,734909.083333,9.083333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 03:00,734909.125000,9.125000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 04:00,734909.166667,9.166667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 05:00,734909.208333,9.208333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 06:00,734909.250000,9.250000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 07:00,734909.291667,9.291667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 08:00,734909.333333,9.333333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 09:00,734909.375000,9.375000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 10:00,734909.416667,9.416667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 11:00,734909.458333,9.458333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 12:00,734909.500000,9.500000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 13:00,734909.541667,9.541667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 14:00,734909.583333,9.583333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 15:00,734909.625000,9.625000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 16:00,734909.666667,9.666667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 17:00,734909.708333,9.708333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 18:00,734909.750000,9.750000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 19:00,734909.791667,9.791667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 20:00,734909.833333,9.833333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 21:00,734909.875000,9.875000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 22:00,734909.916667,9.916667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
10/02/2012 23:00,734909.958333,9.958333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 00:00,734910.000000,10.000000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 01:00,734910.041667,10.041667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 02:00,734910.083333,10.083333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 03:00,734910.125000,10.125000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 04:00,734910.166667,10.166667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 05:00,734910.208333,10.208333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 06:00,734910.250000,10.250000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 07:00,734910.291667,10.291667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 08:00,734910.333333,10.333333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 09:00,734910.375000,10.375000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 10:00,734910.416667,10.416667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 11:00,734910.458333,10.458333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 12:00,734910.500000,10.500000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 13:00,734910.541667,10.541667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 14:00,734910.583333,10.583333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 15:00,734910.625000,10.625000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 16:00,734910.666667,10.666667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 17:00,734910.708333,10.708333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 18:00,734910.750000,10.750000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 19:00,734910.791667,10.791667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 20:00,734910.833333,10.833333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 21:00,734910.875000,10.875000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 22:00,734910.916667,10.916667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
11/02/2012 23:00,734910.958333,10.958333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 00:00,734911.000000,11.000000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 01:00,734911.041667,11.041667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 02:00,734911.083333,11.083333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 03:00,734911.125000,11.125000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 04:00,734911.166667,11.166667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 05:00,734911.208333,11.208333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 06:00,734911.250000,11.250000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 07:00,734911.291667,11.291667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 08:00,734911.333333,11.333333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 09:00,734911.375000,11.375000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 10:00,734911.416667,11.416667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 11:00,734911.458333,11.458333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 12:00,734911.500000,11.500000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 13:00,734911.541667,11.541667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 14:00,734911.583333,11.583333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 15:00,734911.625000,11.625000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 16:00,734911.666667,11.666667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 17:00,734911.708333,11.708333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 18:00,734911.750000,11.750000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 19:00,734911.791667,11.791667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 20:00,734911.833333,11.833333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 21:00,734911.875000,11.875000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 22:00,734911.916667,11.916667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
12/02/2012 23:00,734911.958333,11.958333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 00:00,734912.000000,12.000000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 01:00,734912.041667,12.041667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 02:00,734912.083333,12.083333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 03:00,734912.125000,12.125000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 04:00,734912.166667,12.166667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 05:00,734912.208333,12.208333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 06:00,734912.250000,12.250000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 07:00,734912.291667,12.291667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 08:00,734912.333333,12.333333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 09:00,734912.375000,12.375000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 10:00,734912.416667,12.416667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 11:00,734912.458333,12.458333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 12:00,734912.500000,12.500000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 13:00,734912.541667,12.541667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 14:00,734912.583333,12.583333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 15:00,734912.625000,12.625000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 16:00,734912.666667,12.666667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 17:00,734912.708333,12.708333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 18:00,734912.750000,12.750000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 19:00,734912.791667,12.791667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 20:00,734912.833333,12.833333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 21:00,734912.875000,12.875000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 22:00,734912.916667,12.916667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
13/02/2012 23:00,734912.958333,12.958333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
14/02/2012 00:00,734913.000000,13.000000,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
14/02/2012 01:00,734913.041667,13.041667,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
14/02/2012 02:00,734913.083333,13.083333,1,1,1,0.400000,0.400000,0.400000,0.400000,0.400000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016 
