Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,5.000000 ,15.000000 ,25.000000 ,40.000000 ,60.000000 ,85.000000 ,125.000000 ,175.000000 ,225.000000 ,275.000000 ,350.000000 ,450.000000 ,550.000000 ,650.000000 ,775.000000 ,925.000000  
10/04/2014 18:00,735699.750000,1.000000,1,1,1,0.226473,0.226561,0.226273,0.225270,0.222500,0.303102,0.316048,0.188164,0.187387,0.187308,0.187304,0.187304,0.187303,0.187303,0.187303,0.187302 
10/04/2014 19:00,735699.791667,1.041667,1,1,1,0.226229,0.226317,0.226031,0.225041,0.222317,0.303093,0.316051,0.188131,0.187390,0.187309,0.187304,0.187304,0.187303,0.187303,0.187303,0.187302 
10/04/2014 20:00,735699.833333,1.083333,1,1,1,0.226092,0.226180,0.225897,0.224919,0.222244,0.303193,0.316174,0.188098,0.187393,0.187309,0.187304,0.187304,0.187304,0.187303,0.187303,0.187302 
10/04/2014 21:00,735699.875000,1.125000,1,1,1,0.225957,0.226045,0.225766,0.224802,0.222179,0.303285,0.316296,0.188066,0.187396,0.187310,0.187304,0.187304,0.187304,0.187303,0.187303,0.187302 
10/04/2014 22:00,735699.916667,1.166667,1,1,1,0.225824,0.225913,0.225638,0.224689,0.222119,0.303370,0.316416,0.188035,0.187399,0.187310,0.187304,0.187304,0.187304,0.187303,0.187303,0.187302 
10/04/2014 23:00,735699.958333,1.208333,1,1,1,0.225693,0.225783,0.225513,0.224579,0.222064,0.303448,0.316535,0.188004,0.187401,0.187311,0.187305,0.187304,0.187304,0.187303,0.187303,0.187302 
11/04/2014 00:00,735700.000000,1.250000,1,1,1,0.225563,0.225656,0.225391,0.224473,0.222013,0.303521,0.316652,0.187974,0.187403,0.187311,0.187305,0.187304,0.187304,0.187303,0.187303,0.187302 
11/04/2014 01:00,735700.041667,1.291667,1,1,1,0.225436,0.225531,0.225272,0.224370,0.221965,0.303589,0.316768,0.187945,0.187406,0.187312,0.187305,0.187304,0.187304,0.187303,0.187303,0.187301 
11/04/2014 02:00,735700.083333,1.333333,1,1,1,0.225311,0.225408,0.225155,0.224271,0.221919,0.303652,0.316882,0.187916,0.187408,0.187312,0.187305,0.187304,0.187304,0.187303,0.187303,0.187301 
11/04/2014 03:00,735700.125000,1.375000,1,1,1,0.225187,0.225287,0.225041,0.224175,0.221876,0.303712,0.316994,0.187888,0.187409,0.187313,0.187305,0.187304,0.187304,0.187303,0.187303,0.187301 
11/04/2014 04:00,735700.166667,1.416667,1,1,1,0.225065,0.225167,0.224929,0.224081,0.221836,0.303768,0.317105,0.187861,0.187411,0.187313,0.187305,0.187305,0.187304,0.187304,0.187303,0.187301 
11/04/2014 05:00,735700.208333,1.458333,1,1,1,0.224945,0.225050,0.224819,0.223990,0.221797,0.303822,0.317214,0.187834,0.187413,0.187314,0.187305,0.187305,0.187304,0.187304,0.187303,0.187301 
